subject	coursenum	section	title	format	instructor	term	code	enrolled
ANTH	61B	1	LANGUAGE IN AMER. LIFE	LEC	"Prentice, Michael"	Fall 2018	1183	25
ANTH	62A	1	ARCHAEOLOGY IN POL FILM CUL	LEC	"Urcid, Javier"	Spring 2018	1181	19
ANTH	62A	1	ARCHAEOLOGY IN POL FILM CUL	LEC	"Urcid, Javier"	Spring 2016	1161	11
ANTH	70A	1	BUSINESS CULTURE SOCIETY	LEC	"Prentice, Michael"	Fall 2018	1183	37
ANTH	70A	1	BUSINESS CULTURE SOCIETY	LEC	"Souleles, Daniel"	Fall 2016	1163	64
ANTH	70A	1	BUSINESS CULTURE SOCIETY	LEC	"Souleles, Daniel"	Fall 2015	1153	35
ANTH	70B	1	MULTISPECIES ANTHROPOLOGY	SEM	"Hanes, Amy"	Spring 2017	1171	14
ANTH	74A	1	ANTHROPOLOGY OF DISASTERS	LEC	"Morimoto, Ryo"	Spring 2015	1151	21
ANTH	80A	1	ANTHROPOLOGY OF RELIGION	LEC	"Schattschneider, Ellen"	Fall 2018	1183	11
ANTH	80A	1	ANTHROPOLOGY OF RELIGION	LEC	"Pillai, Rupa"	Fall 2017	1173	33
ANTH	80A	1	ANTHROPOLOGY OF RELIGION	LEC	"Walters, Holly"	Spring 2016	1161	17
ANTH	81A	1	ETHNOGRAPHIC FIELD METHOD&PRAC	SEM	"Menoret, Pascal"	Fall 2017	1173	7
ANTH	81A	1	ETHNOGRAPHIC FIELD METHOD&PRAC	SEM	"Ferry, Elizabeth"	Spring 2016	1161	18
ANTH	92A	9	INTERNSHIP & ANALYSIS	IND	"Luis, Keridwen"	Spring 2019	1191	1
ANTH	92A	8	INTERNSHIP & ANALYSIS	IND	"Menoret, Pascal"	Fall 2018	1183	1
ANTH	92A	1	INTERNSHIP & ANALYSIS	IND	"Urcid, Javier"	Fall 2016	1163	1
ANTH	92A	6	INTERNSHIP & ANALYSIS	IND	"Lamb, Sarah"	Fall 2015	1153	1
ANTH	92A	8	INTERNSHIP & ANALYSIS	IND	"Lamb, Sarah"	Spring 2015	1151	1
ANTH	92A	9	INTERNSHIP & ANALYSIS	IND	"Ferry, Elizabeth"	Fall 2014	1143	1
ANTH	92A	8	INTERNSHIP & ANALYSIS	IND	"Schattschneider, Ellen"	Fall 2014	1143	1
ANTH	95A	1	ANTHROPOLOGY RESEARCH LAB	LAB	"Lamb, Sarah"	Spring 2017	1171	2
ANTH	98A	8	READ&RESEARCH IN ANTHROPOLOGY	IND	"Alvarez Astacio, Patricia"	Fall 2018	1183	1
ANTH	98A	10	READ&RESEARCH IN ANTHROPOLOGY	IND	"McIntosh, Janet"	Fall 2016	1163	2
ANTH	98A	8	READ&RESEARCH IN ANTHROPOLOGY	IND	"Schattschneider, Ellen"	Fall 2015	1153	1
ANTH	98A	8	READ&RESEARCH IN ANTHROPOLOGY	IND	"Schattschneider, Ellen"	Fall 2014	1143	1
ANTH	98B	8	READ&RESEARCH IN ANTHROPOLOGY	IND	"Alvarez Astacio, Patricia"	Spring 2019	1191	1
ANTH	98B	2	READ&RESEARCH IN ANTHROPOLOGY	IND	"McIntosh, Janet"	Spring 2018	1181	1
ANTH	98B	12	READ&RESEARCH IN ANTHROPOLOGY	IND	"Golden, Charles"	Spring 2017	1171	1
ANTH	98B	6	READ&RESEARCH IN ANTHROPOLOGY	IND	"Lamb, Sarah"	Spring 2016	1161	1
ANTH	98B	6	READ&RESEARCH IN ANTHROPOLOGY	IND	"Lamb, Sarah"	Spring 2015	1151	1
ANTH	99A	3	SENIOR RESEARCH	IND	"Alvarez Astacio, Patricia"	Fall 2018	1183	1
ANTH	99A	7	SENIOR RESEARCH	IND	"Ferry, Elizabeth"	Fall 2018	1183	1
ANTH	99A	2	SENIOR RESEARCH	IND	"Hannig, Anita"	Fall 2018	1183	1
ANTH	99A	12	SENIOR RESEARCH	IND	"Luis, Keridwen"	Fall 2018	1183	1
ANTH	99A	6	SENIOR RESEARCH	IND	"Schattschneider, Ellen"	Fall 2018	1183	1
ANTH	99A	1	SENIOR RESEARCH	IND	"Urcid, Javier"	Fall 2018	1183	1
ANTH	99A	11	SENIOR RESEARCH	IND	"Uretsky, Elanah"	Fall 2018	1183	2
ANTH	99A	2	SENIOR RESEARCH	IND	"Hannig, Anita"	Fall 2017	1173	1
ANTH	99A	5	SENIOR RESEARCH	IND	"Lamb, Sarah"	Fall 2017	1173	1
ANTH	99A	8	SENIOR RESEARCH	IND	"McIntosh, Janet"	Fall 2017	1173	1
ANTH	99A	9	SENIOR RESEARCH	IND	"Golden, Charles"	Fall 2016	1163	1
ANTH	99A	14	SENIOR RESEARCH	IND	"Hannig, Anita"	Fall 2016	1163	1
ANTH	99A	7	SENIOR RESEARCH	IND	"Ferry, Elizabeth"	Fall 2015	1153	2
ANTH	99A	5	SENIOR RESEARCH	IND	"Lamb, Sarah"	Fall 2015	1153	2
ANTH	99A	13	SENIOR RESEARCH	IND	"Anjaria, Jonathan"	Fall 2014	1143	1
ANTH	99A	5	SENIOR RESEARCH	IND	"Lamb, Sarah"	Fall 2014	1143	1
ANTH	99A	6	SENIOR RESEARCH	IND	"Schattschneider, Ellen"	Fall 2014	1143	1
ANTH	99B	3	SENIOR THESIS	IND	"Alvarez Astacio, Patricia"	Spring 2019	1191	1
ANTH	99B	7	SENIOR THESIS	IND	"Ferry, Elizabeth"	Spring 2019	1191	1
ANTH	99B	2	SENIOR THESIS	IND	"Hannig, Anita"	Spring 2019	1191	1
ANTH	99B	12	SENIOR THESIS	IND	"Luis, Keridwen"	Spring 2019	1191	1
ANTH	99B	10	SENIOR THESIS	IND	"Menoret, Pascal"	Spring 2019	1191	1
ANTH	99B	6	SENIOR THESIS	IND	"Schattschneider, Ellen"	Spring 2019	1191	1
ANTH	99B	1	SENIOR THESIS	IND	"Urcid, Javier"	Spring 2019	1191	1
ANTH	99B	11	SENIOR THESIS	IND	"Uretsky, Elanah"	Spring 2019	1191	2
ANTH	99B	5	SENIOR THESIS	IND	"Lamb, Sarah"	Spring 2018	1181	1
ANTH	99B	8	SENIOR THESIS	IND	"McIntosh, Janet"	Spring 2018	1181	1
ANTH	99B	10	SENIOR THESIS	IND	"Menoret, Pascal"	Spring 2018	1181	1
ANTH	99B	7	SENIOR THESIS	IND	"Ferry, Elizabeth"	Spring 2017	1171	1
ANTH	99B	9	SENIOR THESIS	IND	"Golden, Charles"	Spring 2017	1171	1
ANTH	99B	11	SENIOR THESIS	IND	"Hannig, Anita"	Spring 2017	1171	1
ANTH	99B	1	SENIOR THESIS	IND	"Ferry, Elizabeth"	Fall 2016	1163	1
ANTH	99B	7	SENIOR THESIS	IND	"Ferry, Elizabeth"	Spring 2016	1161	1
ANTH	99B	5	SENIOR THESIS	IND	"Lamb, Sarah"	Spring 2016	1161	1
ANTH	99B	10	SENIOR THESIS	IND	"Anjaria, Jonathan"	Spring 2015	1151	1
ANTH	99B	11	SENIOR THESIS	IND	"Hannig, Anita"	Spring 2015	1151	1
ANTH	99B	5	SENIOR THESIS	IND	"Lamb, Sarah"	Spring 2015	1151	2
ANTH	99B	12	SENIOR THESIS	IND	"Lino e Silva, Moises"	Spring 2015	1151	1
ANTH	99B	8	SENIOR THESIS	IND	"McIntosh, Janet"	Spring 2015	1151	1
ANTH	105A	1	MYTH AND RITUAL	LEC	"Schattschneider, Ellen"	Fall 2014	1143	23
ANTH	107A	1	WORLD WITHOUT MONEY	SEM	"Golden, Charles"	Spring 2019	1191	16
ANTH	107A	1	WORLD WITHOUT MONEY	SEM	"Golden, Charles"	Fall 2016	1163	29
ANTH	108B	1	"HISTORY, TIME, TRADITION"	LEC	"Parmentier, Richard"	Fall 2014	1143	10
ANTH	109A	1	"CHILD,PARENT&ED CROSS-CULTURAL"	LEC	"Luis, Keridwen"	Fall 2018	1183	27
ANTH	109A	1	"CHILD,PARENT&ED CROSS-CULTURAL"	LEC	"Luis, Keridwen"	Spring 2017	1171	34
ANTH	109A	1	"CHILD,PARENT&ED CROSS-CULTURAL"	LEC	"Luis, Keridwen"	Fall 2015	1153	34
ANTH	110B	1	"DISCIPLINE,RULES&POWER"	SEM	"Prentice, Michael"	Spring 2019	1191	23
ANTH	111A	1	AGING IN CROSS-CULT. PERSPECT.	SEM	"Lamb, Sarah"	Fall 2016	1163	27
ANTH	111A	1	AGING IN CROSS-CULT. PERSPECT.	SEM	"Lamb, Sarah"	Fall 2014	1143	32
ANTH	112B	1	ARCHAEOLOGY OF FOOD AND DRINK	LEC	"Carballo, Jennifer"	Spring 2016	1161	37
ANTH	113B	1	RACE ETHNICITY ANTHRO PERSPEC	LEC	"Alvarez Astacio, Patricia"	Fall 2017	1173	10
ANTH	113B	1	RACE ETHNICITY ANTHRO PERSPEC	LEC	"Souleles, Daniel"	Fall 2016	1163	21
ANTH	114B	1	VERBAL ART & CULTURAL PERFORM	LEC	"Parmentier, Richard"	Spring 2017	1171	8
ANTH	114B	1	VERBAL ART & CULTURAL PERFORM	LEC	"Parmentier, Richard"	Spring 2015	1151	8
ANTH	115B	1	SPACE PLACE LANDSCAPE	SEM	"Golden, Charles"	Fall 2017	1173	3
ANTH	115B	2	SPACE PLACE LANDSCAPE	SEM	"Golden, Charles"	Fall 2017	1173	10
ANTH	115B	1	SPACE PLACE LANDSCAPE	SEM	"Golden, Charles"	Spring 2015	1151	10
ANTH	115B	2	SPACE PLACE LANDSCAPE	SEM	"Golden, Charles"	Spring 2015	1151	8
ANTH	116A	1	HUMAN OSTEOLOGY	LEC	"Urcid, Javier"	Spring 2019	1191	19
ANTH	116A	1	HUMAN OSTEOLOGY	LEC	"Urcid, Javier"	Fall 2017	1173	17
ANTH	116A	2	HUMAN OSTEOLOGY	LEC	"Urcid, Javier"	Fall 2017	1173	17
ANTH	116A	1	HUMAN OSTEOLOGY	LEC	"Urcid, Javier"	Spring 2016	1161	18
ANTH	116A	2	HUMAN OSTEOLOGY	LEC	"Urcid, Javier"	Spring 2016	1161	16
ANTH	116A	3	HUMAN OSTEOLOGY	LEC	"Urcid, Javier"	Spring 2016	1161	16
ANTH	116A	1	HUMAN OSTEOLOGY	LEC	"Urcid, Javier"	Fall 2014	1143	16
ANTH	118A	1	SECULARISM RELIGION&MODERNITY	LEC	"Kocamaner, Hikmet"	Spring 2016	1161	13
ANTH	118B	1	CULTURE&POWER IN MIDDLE EAST	LEC	"Menoret, Pascal"	Spring 2016	1161	6
ANTH	119A	1	CULT. TRANS. IN MEX&CENTAL AM.	SEM	"Golden, Charles"	Spring 2018	1181	12
ANTH	120B	1	ENVIRON ANTHROPOLOGY MID EAST	SEM	"Shani, Liron"	Spring 2017	1171	16
ANTH	121A	1	CROSSING CULTURAL BOUNDARIES	LEC	"Parmentier, Richard"	Fall 2016	1163	18
ANTH	121A	1	CROSSING CULTURAL BOUNDARIES	LEC	"Parmentier, Richard"	Spring 2015	1151	7
ANTH	121B	1	ARCHAEOLOGY&ENVIRONMENT	LEC	"Rossi, Franco"	Spring 2018	1181	43
ANTH	123A	1	ARCHAEOLOGY/THEORY & PRACTICE	LEC	"Urcid, Javier"	Spring 2017	1171	4
ANTH	123A	1	ARCHAEOLOGY/THEORY & PRACTICE	LEC	"Parno, Travis"	Spring 2015	1151	6
ANTH	127A	1	MEDICINE/BODY/CULTURE	LEC	"Hannig, Anita"	Fall 2018	1183	33
ANTH	127A	1	MEDICINE/BODY/CULTURE	LEC	"Hannig, Anita"	Fall 2017	1173	35
ANTH	127A	2	MEDICINE/BODY/CULTURE	LEC	"Hannig, Anita"	Fall 2017	1173	4
ANTH	127A	1	MEDICINE/BODY/CULTURE	LEC	"Hannig, Anita"	Fall 2016	1163	36
ANTH	127A	1	MEDICINE/BODY/CULTURE	LEC	"Hannig, Anita"	Spring 2016	1161	40
ANTH	127A	2	MEDICINE/BODY/CULTURE	LEC	"Hannig, Anita"	Spring 2016	1161	4
ANTH	127A	1	MEDICINE/BODY/CULTURE	LEC	"Hannig, Anita"	Fall 2014	1143	33
ANTH	128A	1	MEANING/MATERIAL CULTURE	LEC	"Urcid, Javier"	Fall 2015	1153	16
ANTH	128B	1	ANTHROPOLOGY OF STUFF	LEC	"Sheridan, Derek"	Fall 2017	1173	23
ANTH	129B	1	GLOBAL TRANSNTL COMMUNITIES	LEC	"Levy, Andre"	Fall 2016	1163	9
ANTH	129B	1	GLOBAL TRANSNTL DIASPORIC COMM	LEC	"Lino e Silva, Moises"	Spring 2015	1151	24
ANTH	130B	1	VISUALITY AND CULTURE	LEC	"Alvarez Astacio, Patricia"	Fall 2018	1183	23
ANTH	130B	1	VISUALITY AND CULTURE	LEC	"Alvarez Astacio, Patricia"	Fall 2017	1173	22
ANTH	130B	1	VISUALITY AND CULTURE	LEC	"Schattschneider, Ellen"	Fall 2014	1143	15
ANTH	131B	1	LATIN AMER/ETHNOGRAPHIC PERSPE	LEC	"Alvarez Astacio, Patricia"	Fall 2018	1183	12
ANTH	131B	1	LATIN AMER/ETHNOGRAPHIC PERSPE	LEC	"Ferry, Elizabeth"	Spring 2017	1171	16
ANTH	133B	1	COLONIALISM AND POST IN AFRICA	SEM	"McIntosh, Janet"	Fall 2015	1153	18
ANTH	133B	2	COLONIALISM AND POST IN AFRICA	SEM	"McIntosh, Janet"	Fall 2015	1153	4
ANTH	134B	1	ETHNOGRAPHIC RADICAL POLITICAL	LEC	"Solana Moreno, Vivian"	Fall 2017	1173	12
ANTH	135A	1	CONTEMPORARY ISRAELI SOCIETY	LEC	"Shani, Liron"	Fall 2016	1163	7
ANTH	136A	1	ARCHAEOLOGY OF POWER	LEC	"Golden, Charles"	Spring 2018	1181	13
ANTH	136A	1	ARCHAEOLOGY OF POWER	LEC	"Golden, Charles"	Fall 2015	1153	18
ANTH	136B	1	CONTEMP CHINESE SOC&CULTURE	SEM	"Uretsky, Elanah"	Fall 2018	1183	11
ANTH	137A	1	GIS: MAPPING CULTURE AIR&SPACE	LAB	"Golden, Charles"	Spring 2019	1191	9
ANTH	137A	1	MAPPING HUMAN PAST AIR&SPACE	LAB	"Golden, Charles"	Spring 2017	1171	9
ANTH	138A	1	ANTHROPOLOGY DIGITAL&BIOTECH	LEC	"Alvarez Astacio, Patricia"	Spring 2019	1191	38
ANTH	138A	1	ANTHROPOLOGY DIGITAL&BIOTECH	LEC	"Khan, Faris"	Fall 2015	1153	16
ANTH	138B	1	ALL UNDER HEAVEN:GLOBAL CHINA	LEC	"Sheridan, Derek"	Spring 2018	1181	10
ANTH	139A	1	IDENTITY&TECHNOLOGY	SEM	"Prentice, Michael"	Spring 2019	1191	9
ANTH	139B	1	LANG/ETHNCTY/NATIONALISM	SEM	"McIntosh, Janet"	Spring 2016	1161	29
ANTH	139B	1	LANG/ETHNCTY/NATIONALISM	SEM	"Canning, Emily"	Fall 2014	1143	32
ANTH	140A	1	HUMAN RIGHTS IN GLBL PERSPCT	LEC	"Uretsky, Elanah"	Spring 2019	1191	21
ANTH	140A	1	HUMAN RIGHTS IN GLBL PERSPCT	LEC	"Swigart, Leigh"	Spring 2015	1151	18
ANTH	140B	1	PERSPECTIVES IN GLOBAL HEALTH	SEM	"Uretsky, Elanah"	Spring 2019	1191	41
ANTH	140B	1	PERSPECTIVES IN GLOBAL HEALTH	SEM	"Uretsky, Elanah"	Spring 2018	1181	41
ANTH	141A	1	ISLAMIC MOVEMENTS	SEM	"Menoret, Pascal"	Spring 2018	1181	17
ANTH	141A	1	ISLAMISM	SEM	"Menoret, Pascal"	Fall 2016	1163	14
ANTH	142B	1	GLOBAL PANDEMICS: HISTORY	LEC	"Uretsky, Elanah"	Fall 2018	1183	40
ANTH	142B	1	GLOBAL PANDEMICS: HISTORY	LEC	"Uretsky, Elanah"	Fall 2017	1173	18
ANTH	143B	1	SCIENCE TECHNOLOGY STUDIES	LEC	"Ozden-Schilling, Canay"	Spring 2016	1161	8
ANTH	144A	1	ANTHROPOLOGY OF GENDER	LEC	"Hannig, Anita"	Spring 2019	1191	22
ANTH	144A	1	ANTHROPOLOGY OF GENDER	LEC	"Lamb, Sarah"	Spring 2018	1181	28
ANTH	144A	1	ANTHROPOLOGY OF GENDER	LEC	"Hannig, Anita"	Fall 2016	1163	14
ANTH	144A	1	ANTHROPOLOGY OF GENDER	LEC	"Lamb, Sarah"	Fall 2015	1153	37
ANTH	144A	1	ANTHROPOLOGY OF GENDER	LEC	"Luis, Keridwen"	Spring 2015	1151	30
ANTH	145A	1	ANTHROPOLOGY OF THE BODY	LEC	"Luis, Keridwen"	Fall 2015	1153	25
ANTH	146A	1	GENDER AND THE CITY	SEM	"Phadke, Shilpa"	Spring 2018	1181	17
ANTH	147B	1	MESOAMERICAN CIV AND LEGACIES	LEC	"Urcid, Javier"	Fall 2017	1173	9
ANTH	147B	1	MESOAMERICAN CIV AND LEGACIES	LEC	"Urcid, Javier"	Fall 2015	1153	11
ANTH	148A	1	MEDIA IN LATIN AMERICA	LEC	"Ferry, Elizabeth"	Spring 2015	1151	11
ANTH	151B	1	NATURE CULTURE POWER ENVIRON	SEM	"Anjaria, Jonathan"	Fall 2014	1143	20
ANTH	153A	1	WRIT.SYS/SCRIBAL TRADTNS	LEC	"Urcid, Javier"	Fall 2018	1183	21
ANTH	153A	1	WRIT.SYS/SCRIBAL TRADTNS	LEC	"Urcid, Javier"	Fall 2016	1163	6
ANTH	153A	1	WRIT.SYS/SCRIBAL TRADTNS	LEC	"Urcid, Javier"	Fall 2014	1143	20
ANTH	154A	1	CULTURE AND MENTAL ILLNESS	LEC	"Schattschneider, Ellen"	Fall 2018	1183	45
ANTH	154A	1	CULTURE AND MENTAL ILLNESS	LEC	"Walters, Holly"	Spring 2016	1161	43
ANTH	155B	1	PSYCHOLOGICAL ANTHROPOL.	LEC	"McIntosh, Janet"	Spring 2017	1171	29
ANTH	155B	1	PSYCHOLOGICAL ANTHROPOL.	LEC	"McIntosh, Janet"	Spring 2015	1151	32
ANTH	156A	1	POWER AND VIOLENCE	LEC	"Ferry, Elizabeth"	Spring 2019	1191	26
ANTH	156A	2	POWER AND VIOLENCE	LEC	"Ferry, Elizabeth"	Spring 2019	1191	7
ANTH	156A	1	POWER AND VIOLENCE	LEC	"Ferry, Elizabeth"	Fall 2015	1153	15
ANTH	156A	2	POWER AND VIOLENCE	LEC	"Ferry, Elizabeth"	Fall 2015	1153	12
ANTH	156B	1	ACTIVISM RESISTANCE CHANGE	LEC	"Khan, Faris"	Spring 2016	1161	9
ANTH	157A	1	FAMILIES AND HOUSEHOLDS	LEC	"Souleles, Daniel"	Spring 2016	1161	10
ANTH	158A	1	URBAN WORLDS	LEC	"Anjaria, Jonathan"	Spring 2019	1191	17
ANTH	158A	1	URBAN WORLDS	LEC	"Anjaria, Jonathan"	Fall 2016	1163	21
ANTH	158A	2	URBAN WORLDS	LEC	"Anjaria, Jonathan"	Fall 2016	1163	6
ANTH	158A	1	URBAN WORLDS	LEC	"Menoret, Pascal"	Fall 2015	1153	5
ANTH	159A	1	MUSEUMS&PUBLIC MEMORY	SEM	"Schattschneider, Ellen"	Spring 2019	1191	15
ANTH	159A	1	MUSEUMS&PUBLIC MEMORY	SEM	"Schattschneider, Ellen"	Spring 2015	1151	9
ANTH	160B	1	ANTHROPOLOGY OF POLLUTION	SEM	"Hannig, Anita"	Fall 2014	1143	15
ANTH	161A	1	INFRASTRUCTURE	SEM	"Menoret, Pascal"	Spring 2017	1171	6
ANTH	162B	1	ONTOLOGIES & COSMOPOLITICS	SEM	"Lino e Silva, Moises"	Spring 2015	1151	11
ANTH	162B	2	ONTOLOGIES & COSMOPOLITICS	SEM	"Lino e Silva, Moises"	Spring 2015	1151	3
ANTH	163B	1	"PRODUCTN, CONSUMPTN, EXCHNG"	LEC	"Souleles, Daniel"	Spring 2016	1161	42
ANTH	164A	1	MEDICINE AND RELIGION	SEM	"Hannig, Anita"	Spring 2017	1171	35
ANTH	165B	1	ANTHROPOLOGY OF DEATH&DYING	SEM	"Hannig, Anita"	Spring 2019	1191	24
ANTH	165B	1	ANTHROPOLOGY OF DEATH&DYING	SEM	"Hannig, Anita"	Spring 2017	1171	23
ANTH	166B	1	QUEER ANTHROPOLOGY PERSPECTIVE	LEC	"Luis, Keridwen"	Fall 2017	1173	13
ANTH	166B	2	QUEER ANTHROPOLOGY PERSPECTIVE	LEC	"Luis, Keridwen"	Fall 2017	1173	5
ANTH	166B	1	QUEER ANTHROPOLOGY PERSPECTIVE	LEC	"Khan, Faris"	Spring 2016	1161	9
ANTH	166B	1	QUEER ANTHROPOLOGY PERSPECTIVE	LEC	"Lino e Silva, Moises"	Fall 2014	1143	11
ANTH	166B	2	QUEER ANTHROPOLOGY PERSPECTIVE	LEC	"Lino e Silva, Moises"	Fall 2014	1143	5
ANTH	167A	1	SPORTS SOCIETY AND THE BODY	LEC	"Anjaria, Jonathan"	Spring 2018	1181	24
ANTH	168A	1	"THE MAYA:PAST,PRESENT&FUTURE"	LEC	"Golden, Charles"	Spring 2017	1171	8
ANTH	168A	1	"THE MAYA:PAST,PRESENT&FUTURE"	LEC	"Golden, Charles"	Fall 2014	1143	15
ANTH	170B	1	MULTISPECIES ETHNOGRAPHY	SEM	"Alvarez Astacio, Patricia"	Spring 2019	1191	2
ANTH	178B	1	CULTURE AND POWER:EAST ASIA	LEC	"Uretsky, Elanah"	Fall 2017	1173	11
ANTH	180B	1	PLAYING HUMAN PERSONS OBJ IMAG	SEM	"Schattschneider, Ellen"	Spring 2019	1191	13
ANTH	180B	1	PLAYING HUMAN PERSONS OBJ IMAG	SEM	"Schattschneider, Ellen"	Fall 2015	1153	23
ANTH	182B	1	APPLIED ANTHROPOLOGY	LEC	"Uretsky, Elanah"	Spring 2018	1181	5
ANTH	182B	1	APPLIED ANTHROPOLOGY	LEC	"Souleles, Daniel"	Fall 2015	1153	8
ANTH	184B	1	CROSS-CULTRL ART/AESTHET	LEC	"Urcid, Javier"	Fall 2018	1183	10
ANTH	184B	1	CROSS-CULTRL ART/AESTHET	LEC	"Urcid, Javier"	Fall 2016	1163	16
ANTH	185A	1	ARCHAEOLOGICAL SCIENCE	LEC	"Golden, Charles"	Spring 2019	1191	1
ANTH	185A	1	ARCHAEOLOGICAL SCIENCE	LEC	"Urcid, Javier"	Spring 2019	1191	1
ANTH	185A	1	ARCHAEOLOGICAL SCIENCE	LEC	"Koh, Andrew"	Spring 2018	1181	1
ANTH	185A	1	ARCHAEOLOGICAL SCIENCE	LEC	"Koh, Andrew"	Spring 2017	1171	1
ANTH	185A	1	ARCHAEOLOGICAL SCIENCE	LEC	"Koh, Andrew"	Spring 2016	1161	1
ANTH	185A	1	ARCHAEOLOGICAL SCIENCE	LEC	"Koh, Andrew"	Spring 2015	1151	3
ANTH	186B	1	LINGUISTIC ANTHROPOLOGY	LEC	"Prentice, Michael"	Spring 2019	1191	17
ANTH	186B	1	LINGUISTIC ANTHROPOLOGY	LEC	"McIntosh, Janet"	Fall 2017	1173	29
ANTH	186B	1	LINGUISTIC ANTHROPOLOGY	LEC	"McIntosh, Janet"	Fall 2015	1153	33
ANTH	187A	1	MATERIALS RSRCH:ARCH. I	LEC	"Golden, Charles"	Spring 2019	1191	2
ANTH	187A	1	MATERIALS RSRCH:ARCH. I	LEC	"Golden, Charles"	Fall 2018	1183	2
ANTH	187A	1	MATERIALS RSRCH:ARCH. I	LEC	"Koh, Andrew"	Fall 2017	1173	3
ANTH	187A	1	MATERIALS RSRCH:ARCH. I	LEC	"Koh, Andrew"	Fall 2016	1163	3
ANTH	187A	1	MATERIALS RSRCH:ARCH. I	LEC	"Koh, Andrew"	Fall 2014	1143	2
ANTH	188B	1	MATERIALS RSRCH:ARCH. II	LEC	"Golden, Charles"	Spring 2019	1191	1
ANTH	188B	1	MATERIALS RSRCH:ARCH. II	LEC	"Koh, Andrew"	Spring 2018	1181	2
ANTH	188B	1	MATERIALS RSRCH:ARCH. II	LEC	"Koh, Andrew"	Spring 2017	1171	1
ANTH	201A	1	HIST. ANTHROPOL. THOUGHT	LEC	"Sheridan, Derek"	Spring 2018	1181	5
ANTH	201A	1	HIST. ANTHROPOL. THOUGHT	LEC	"Schattschneider, Ellen"	Fall 2015	1153	13
ANTH	201A	1	HIST. ANTHROPOL. THOUGHT	LEC	"Parmentier, Richard"	Fall 2014	1143	18
ANTH	202B	1	ADV ETHNOGRAPHIC RESEARCH METH	SEM	"Anjaria, Jonathan"	Spring 2018	1181	7
ANTH	202B	1	ADV ETHNOGRAPHIC RESEARCH METH	SEM	"Anjaria, Jonathan"	Spring 2017	1171	11
ANTH	202B	1	DESIGNING ANTHROPOL RESEARCH	SEM	"Anjaria, Jonathan"	Spring 2015	1151	14
ANTH	203B	1	CONTEMP ANTHROPOLOGICAL THEORY	LEC	"Ferry, Elizabeth"	Fall 2018	1183	9
ANTH	203B	1	CONTEMP ANTHROPOLOGICAL THEORY	LEC	"Lamb, Sarah"	Fall 2017	1173	10
ANTH	203B	1	CONTEMP ANTHROPOLOGICAL THEORY	LEC	"Ferry, Elizabeth"	Fall 2016	1163	14
ANTH	203B	1	CONTEMP ANTHROPOLOGICAL THEORY	LEC	"Lamb, Sarah"	Spring 2016	1161	16
ANTH	204A	1	ADV SEM ARCHAEOLOGICAL THEORY	SEM	"Golden, Charles"	Fall 2018	1183	6
ANTH	211A	1	ANTHR OF MILITARY AND POLICING	SEM	"McIntosh, Janet"	Fall 2016	1163	9
ANTH	213A	1	ADV TOPICS MEDICAL ANTHROPOL	SEM	"Hannig, Anita"	Fall 2018	1183	8
ANTH	218A	1	RDGS/RES: ANTHROPOLOGY	IND	"Ferry, Elizabeth"	Spring 2019	1191	4
ANTH	218A	1	RDGS/RES: ANTHROPOLOGY	IND	"Ferry, Elizabeth"	Fall 2018	1183	1
ANTH	219B	1	RDGS/RES: ANTHROPOLOGY	IND	"Anjaria, Jonathan"	Spring 2018	1181	1
ANTH	220A	1	RDGS/RES: ANTHROPOLOGY	IND	"Golden, Charles"	Spring 2019	1191	1
ANTH	220A	1	RDGS/RES: ANTHROPOLOGY	IND	"Golden, Charles"	Fall 2017	1173	1
ANTH	222A	1	RDGS/RES: ANTHROPOLOGY	IND	"Lamb, Sarah"	Spring 2018	1181	4
ANTH	222B	1	RDGS/RES: ETHNICITY IN ISRAEL	IND	"Levy, Andre"	Spring 2017	1171	3
ANTH	223A	1	RDGS/RES: ANTHROPOLOGY	IND	"McIntosh, Janet"	Spring 2018	1181	1
ANTH	224B	1	RDGS/RES: ANTHROPOLOGY	IND	"Menoret, Pascal"	Spring 2018	1181	1
ANTH	225A	1	RDGS/RES: CULTURAL ANAL.	IND	"Parmentier, Richard"	Fall 2014	1143	1
ANTH	225B	1	RDGS/RES: ANTHROPOLOGY	IND	"Schattschneider, Ellen"	Spring 2019	1191	1
ANTH	227A	1	RDGS/RES: ANTHROPOLOGY	IND	"Luis, Keridwen"	Spring 2018	1181	4
ANTH	227A	1	RDGS/RES: ANTHROPOLOGY	IND	"Luis, Keridwen"	Fall 2017	1173	1
ANTH	227A	1	RDGS/RES:LING. ANTHROPOL	IND	"McIntosh, Janet"	Fall 2016	1163	1
ANTH	228A	1	RESEARCH:METHOD & THEORY	IND	"Ferry, Elizabeth"	Spring 2016	1161	1
ANTH	239A	1	WORK OF MICHEL-ROLPH TROUILLOT	SEM	"Ferry, Elizabeth"	Spring 2017	1171	11
ANTH	240A	1	RDGS & RSRCH: MYTH & RITUAL	IND	"Schattschneider, Ellen"	Spring 2015	1151	3
ANTH	244A	1	GENDER AND SEXUALITY SEMINAR	SEM	"Luis, Keridwen"	Spring 2019	1191	4
ANTH	244A	1	GENDER AND SEXUALITY SEMINAR	SEM	"Lamb, Sarah"	Spring 2017	1171	10
